"firstname","lastname","birthyear","zipcode","id.a","id.b"
"Emily","Jones",1998,10595,5237,5237
"Emily","Jones",1999,12384,6255,6255
"Emily","Jones",2000,11818,5444,5444
"Emily","Martinez",1970,17139,4468,4468
"Emily","Martinez",1972,10779,6717,6717
"Emily","Martinez",1972,11913,2115,2115
"Emily","Martinez",1973,17691,4054,4054
"Emily","Martinez",1974,11254,1968,1968
"Emily","Martinez",1976,15504,7239,7239
"Emily","Martinez",1976,17647,4349,4349
"Emily","Martinez",1976,17979,946,946
"Emily","Martinez",1976,19477,4204,4204
"Emily","Martinez",1977,10305,8528,8528
"Emily","Martinez",1977,17287,7410,7410
"Emily","Martinez",1978,11202,5807,5807
"Emily","Martinez",1978,18634,1376,1376
"Emily","Martinez",1980,15793,503,503
"Emily","Martinez",1980,16411,8226,8226
"Emily","Martinez",1981,11101,3037,3037
"Emily","Martinez",1981,12610,953,953
"Emily","Martinez",1983,11802,6919,6919
"Emily","Martinez",1983,16472,542,542
"Emily","Martinez",1983,16635,3618,3618
"Emily","Martinez",1986,13732,2059,2059
"Emily","Martinez",1986,17936,7180,7180
"Emily","Martinez",1986,19978,4007,4007
"Emily","Martinez",1987,12906,7176,7176
"Emily","Martinez",1987,17314,3278,3278
"Emily","Martinez",1988,13317,3825,3825
"Emily","Martinez",1988,14442,7213,7213
"Emily","Martinez",1989,12252,4907,4907
"Emily","Martinez",1989,12393,5143,5143
"Emily","Martinez",1990,11778,1991,1991
"Emily","Martinez",1990,16203,2747,2747
"Emily","Martinez",1991,17539,3140,3140
"Emily","Martinez",1992,16279,8650,8650
"Emily","Martinez",1994,14372,137,137
"Emily","Martinez",1995,14831,8383,8383
"Emily","Martinez",1995,16342,1375,1375
"Emily","Martinez",1995,19364,6407,6407
"Emily","Martinez",1998,16851,2724,2724
"Emily","Martinez",1999,11921,5992,5992
"Emily","Martinez",1999,13024,2151,2151
"Emily","Martinez",1999,13858,9926,9926
"Emily","Martinez",2000,10962,5363,5363
"Emily","Miller",1970,13880,5224,5224
"Emily","Miller",1970,15499,8910,8910
"Emily","Miller",1972,16894,9881,9881
"Emily","Miller",1973,17206,5683,5683
"Emily","Miller",1974,17500,6103,6103
"Emily","Miller",1975,16228,9184,9184
"Emily","Miller",1975,16476,1802,1802
"Emily","Miller",1976,18587,7029,7029
"Emily","Miller",1976,19186,6442,6442
"Emily","Miller",1977,16415,4106,4106
"Emily","Miller",1978,15424,665,665
"Emily","Miller",1979,17597,1161,1161
"Emily","Miller",1979,18007,4137,4137
"Emily","Miller",1979,19168,109,109
"Emily","Miller",1980,12111,5000,5000
"Emily","Miller",1980,13450,4039,4039
"Emily","Miller",1981,11056,6226,6226
"Emily","Miller",1981,13011,9466,9466
"Emily","Miller",1981,15656,7388,7388
"Emily","Miller",1981,18790,9842,9842
"Emily","Miller",1982,11003,2022,2022
"Emily","Miller",1982,17617,5456,5456
"Emily","Miller",1983,11588,8751,8751
"Emily","Miller",1984,10811,5831,5831
"Emily","Miller",1984,14074,7197,7197
"Emily","Miller",1985,10450,2789,2789
"Emily","Miller",1985,13117,5839,5839
"Emily","Miller",1987,14656,65,65
"Emily","Miller",1988,19992,576,576
"Emily","Miller",1990,15199,4728,4728
"Emily","Miller",1990,15714,5680,5680
"Emily","Miller",1991,11103,7943,7943
"Emily","Miller",1991,14225,5830,5830
"Emily","Miller",1991,16637,4217,4217
"Emily","Miller",1992,13004,3124,3124
"Emily","Miller",1992,16207,2466,2466
"Emily","Miller",1993,10802,5877,5877
"Emily","Miller",1993,12099,5822,5822
"Emily","Miller",1993,19831,7493,7493
"Emily","Miller",1995,11837,9810,9810
"Emily","Miller",1995,14448,2614,2614
"Emily","Miller",1997,13031,9442,9442
"Emily","Miller",1997,13632,9905,9905
"Emily","Miller",1998,10755,6728,6728
"Emily","Miller",1999,15740,5496,5496
"Emily","Miller",1999,19378,6452,6452
"Emily","Miller",2000,16997,4036,4036
"Emily","Rodriguez",1970,12595,1913,1913
"Emily","Rodriguez",1970,17974,4249,4249
"Emily","Rodriguez",1971,12143,2094,2094
"Emily","Rodriguez",1973,10883,211,211
"Emily","Rodriguez",1973,11043,9005,9005
"Emily","Rodriguez",1973,11382,1672,1672
"Emily","Rodriguez",1973,12056,467,467
"Emily","Rodriguez",1973,17175,8388,8388
"Emily","Rodriguez",1973,17852,89,89
"Emily","Rodriguez",1973,18475,8532,8532
"Emily","Rodriguez",1976,16478,358,358
"Emily","Rodriguez",1976,17478,2117,2117
"Emily","Rodriguez",1978,13911,2666,2666
"Emily","Rodriguez",1978,19055,9413,9413
"Emily","Rodriguez",1979,16838,6464,6464
"Emily","Rodriguez",1980,15323,7025,7025
"Emily","Rodriguez",1980,16845,8266,8266
"Emily","Rodriguez",1981,17659,3157,3157
"Emily","Rodriguez",1983,16318,8440,8440
"Emily","Rodriguez",1986,12849,262,262
"Emily","Rodriguez",1987,11156,5388,5388
"Emily","Rodriguez",1987,14765,291,291
"Emily","Rodriguez",1987,16316,2222,2222
"Emily","Rodriguez",1988,17432,1880,1880
"Emily","Rodriguez",1990,13659,9780,9780
"Emily","Rodriguez",1991,15681,2884,2884
"Emily","Rodriguez",1992,19883,5667,5667
"Emily","Rodriguez",1993,16372,7383,7383
"Emily","Rodriguez",1996,10277,6716,6716
"Emily","Rodriguez",1996,12873,9651,9651
"Emily","Rodriguez",1997,10356,5004,5004
"Emily","Rodriguez",1997,13739,5829,5829
"Emily","Rodriguez",1997,14661,7692,7692
"Emily","Rodriguez",1999,10424,852,852
"Emily","Rodriguez",1999,12230,7965,7965
"Emily","Rodriguez",1999,17926,6316,6316
"Emily","Rodriguez",1999,19603,2205,2205
"Emily","Rodriguez",2000,12694,2588,2588
"Emily","Rodriguez",2000,17456,2179,2179
"Emily","Smith",1970,10165,3489,3489
"Emily","Smith",1970,11473,7195,7195
"Emily","Smith",1970,13205,7395,7395
"Emily","Smith",1970,14370,2839,2839
"Emily","Smith",1971,14598,3487,3487
"Emily","Smith",1972,10171,4477,4477
"Emily","Smith",1973,12318,4970,4970
"Emily","Smith",1974,11361,5400,5400
"Emily","Smith",1974,13961,6191,6191
"Emily","Smith",1974,18157,4875,4875
"Emily","Smith",1977,17022,2995,2995
"Emily","Smith",1979,12175,6084,6084
"Emily","Smith",1980,11583,9602,9602
"Emily","Smith",1980,13914,776,776
"Emily","Smith",1980,18992,1179,1179
"Emily","Smith",1981,11294,6931,6931
"Emily","Smith",1982,19289,5745,5745
"Emily","Smith",1984,15615,7593,7593
"Emily","Smith",1986,16508,2463,2463
"Emily","Smith",1987,11321,4894,4894
"Emily","Smith",1987,12237,9814,9814
"Emily","Smith",1987,12814,7773,7773
"Emily","Smith",1988,11702,9021,9021
"Emily","Smith",1990,13356,4410,4410
"Emily","Smith",1990,19265,3290,3290
"Emily","Smith",1990,19565,8608,8608
"Emily","Smith",1991,12915,8681,8681
"Emily","Smith",1991,15464,4837,4837
"Emily","Smith",1991,17501,3596,3596
"Emily","Smith",1992,16285,3756,3756
"Emily","Smith",1993,15071,2726,2726
"Emily","Smith",1995,12435,5907,5907
"Emily","Smith",1995,14804,363,363
"Emily","Smith",1995,16419,3401,3401
"Emily","Smith",1996,15704,7,7
"Emily","Smith",1997,17894,6968,6968
"Emily","Smith",1999,15755,6271,6271
"Emily","Smith",1999,16136,4017,4017
"Emily","Smith",2000,14835,4739,4739
"Emily","Smith",2000,16389,9728,9728
"Emily","Williams",1970,14535,9010,9010
"Emily","Williams",1970,17885,4754,4754
"Emily","Williams",1971,16355,3843,3843
"Emily","Williams",1971,17111,180,180
"Emily","Williams",1971,18351,1001,1001
"Emily","Williams",1973,17181,7568,7568
"Emily","Williams",1974,15344,4694,4694
"Emily","Williams",1974,19555,9673,9673
"Emily","Williams",1975,18935,8835,8835
"Emily","Williams",1975,19177,5771,5771
"Emily","Williams",1975,19768,5466,5466
"Emily","Williams",1976,12810,3342,3342
"Emily","Williams",1978,13258,9304,9304
"Emily","Williams",1980,12372,2554,2554
"Emily","Williams",1980,16144,1896,1896
"Emily","Williams",1981,16003,505,505
"Emily","Williams",1981,17147,752,752
"Emily","Williams",1981,19378,6494,6494
"Emily","Williams",1982,18509,6235,6235
"Emily","Williams",1983,16638,3828,3828
"Emily","Williams",1984,10647,5171,5171
"Emily","Williams",1984,13649,8806,8806
"Emily","Williams",1985,12223,1112,1112
"Emily","Williams",1985,17996,8636,8636
"Emily","Williams",1985,18180,2853,2853
"Emily","Williams",1985,19101,9483,9483
"Emily","Williams",1986,12273,9124,9124
"Emily","Williams",1986,15522,5447,5447
"Emily","Williams",1986,17405,3830,3830
"Emily","Williams",1988,11976,2822,2822
"Emily","Williams",1990,10261,7867,7867
"Emily","Williams",1990,10658,7305,7305
"Emily","Williams",1990,17816,3025,3025
"Emily","Williams",1991,18048,7640,7640
"Emily","Williams",1992,19702,6257,6257
"Emily","Williams",1993,16231,1186,1186
"Emily","Williams",1994,14730,1993,1993
"Emily","Williams",1994,14805,1329,1329
"Emily","Williams",1995,14663,388,388
"Emily","Williams",1995,17995,2429,2429
"Emily","Williams",1996,16633,2479,2479
"Emily","Williams",1997,13284,1954,1954
"Emily","Williams",1998,12396,7704,7704
"Emily","Williams",1998,13906,7896,7896
"Emily","Williams",1998,18171,6426,6426
"Emily","Williams",2000,18004,5674,5674
"Emily","Williams",2000,18507,8679,8679
"Emma","Brown",1970,17262,6908,6908
"Emma","Brown",1971,10790,8365,8365
"Emma","Brown",1972,12345,5337,5337
"Emma","Brown",1973,16214,1894,1894
"Emma","Brown",1975,10743,5795,5795
"Emma","Brown",1975,11613,2698,2698
"Emma","Brown",1975,13763,5335,5335
"Emma","Brown",1975,18124,4932,4932
"Emma","Brown",1975,19327,8892,8892
"Emma","Brown",1976,19384,5050,5050
"Emma","Brown",1977,18610,2899,2899
"Emma","Brown",1978,14729,3570,3570
"Emma","Brown",1979,11698,7066,7066
"Emma","Brown",1979,13226,352,352
"Emma","Brown",1979,19512,6663,6663
"Emma","Brown",1980,18079,1826,1826
"Emma","Brown",1981,10790,9961,9961
"Emma","Brown",1981,11429,5957,5957
"Emma","Brown",1981,14816,5259,5259
"Emma","Brown",1984,16134,7327,7327
"Emma","Brown",1985,14068,376,376
"Emma","Brown",1986,18500,5845,5845
"Emma","Brown",1988,14180,1069,1069
"Emma","Brown",1989,18729,8397,8397
"Emma","Brown",1990,12924,9115,9115
"Emma","Brown",1991,12799,8210,8210
"Emma","Brown",1992,10790,5536,5536
"Emma","Brown",1992,11653,5798,5798
"Emma","Brown",1994,10758,8861,8861
"Emma","Brown",1995,11897,3036,3036
"Emma","Brown",1995,19156,9998,9998
"Emma","Brown",1996,14246,2262,2262
"Emma","Brown",1998,19290,9038,9038
"Emma","Davis",1970,11641,7521,7521
"Emma","Davis",1971,16402,3220,3220
"Emma","Davis",1971,16548,1561,1561
"Emma","Davis",1971,16874,4652,4652
"Emma","Davis",1974,11195,7091,7091
"Emma","Davis",1974,16410,9179,9179
"Emma","Davis",1975,18010,6768,6768
"Emma","Davis",1975,19770,960,960
"Emma","Davis",1976,10656,1980,1980
"Emma","Davis",1976,12718,9489,9489
"Emma","Davis",1976,14401,7186,7186
"Emma","Davis",1977,12430,8426,8426
"Emma","Davis",1977,14508,2760,2760
"Emma","Davis",1977,16339,4502,4502
"Emma","Davis",1978,13707,4328,4328
"Emma","Davis",1979,11499,8480,8480
"Emma","Davis",1979,16705,3947,3947
"Emma","Davis",1979,18075,1241,1241
"Emma","Davis",1979,18665,5470,5470
"Emma","Davis",1980,14131,4546,4546
"Emma","Davis",1981,16562,6309,6309
"Emma","Davis",1982,12798,6580,6580
"Emma","Davis",1982,17180,2274,2274
"Emma","Davis",1982,17625,7309,7309
"Emma","Davis",1984,13647,7442,7442
"Emma","Davis",1984,15672,1450,1450
"Emma","Davis",1986,15416,9291,9291
"Emma","Davis",1987,12990,8196,8196
"Emma","Davis",1987,14437,7346,7346
"Emma","Davis",1989,11118,9900,9900
"Emma","Davis",1989,17460,4844,4844
"Emma","Davis",1990,18082,4841,4841
"Emma","Davis",1991,11070,9771,9771
"Emma","Davis",1992,11851,1447,1447
"Emma","Davis",1992,19383,565,565
"Emma","Davis",1993,14050,1795,1795
"Emma","Davis",1993,19816,4067,4067
"Emma","Davis",1994,13305,8606,8606
"Emma","Davis",1996,13104,6389,6389
"Emma","Davis",1996,14475,357,357
"Emma","Davis",1996,15862,4782,4782
"Emma","Davis",1996,18999,2067,2067
"Emma","Davis",1997,16038,5906,5906
"Emma","Davis",1998,10094,6284,6284
"Emma","Davis",1999,13348,1833,1833
"Emma","Davis",1999,13698,4527,4527
"Emma","Davis",1999,15031,9272,9272
"Emma","Davis",2000,14179,4785,4785
"Emma","Garcia",1971,11487,8149,8149
"Emma","Garcia",1972,18322,6904,6904
"Emma","Garcia",1973,16074,610,610
"Emma","Garcia",1974,13663,1557,1557
"Emma","Garcia",1974,14724,9306,9306
"Emma","Garcia",1975,19264,6162,6162
"Emma","Garcia",1977,12528,1142,1142
"Emma","Garcia",1978,15369,1669,1669
"Emma","Garcia",1978,18763,9893,9893
"Emma","Garcia",1979,15356,5547,5547
"Emma","Garcia",1979,19180,1565,1565
"Emma","Garcia",1980,14322,6027,6027
"Emma","Garcia",1980,15836,2278,2278
"Emma","Garcia",1981,10042,4358,4358
"Emma","Garcia",1981,11413,1296,1296
"Emma","Garcia",1981,15769,9705,9705
"Emma","Garcia",1981,19766,4742,4742
"Emma","Garcia",1983,17173,4631,4631
"Emma","Garcia",1983,19610,6824,6824
"Emma","Garcia",1987,11193,2057,2057
"Emma","Garcia",1987,17562,5925,5925
"Emma","Garcia",1988,11916,6526,6526
"Emma","Garcia",1988,16163,3694,3694
"Emma","Garcia",1988,18815,3863,3863
"Emma","Garcia",1989,12053,6755,6755
"Emma","Garcia",1989,14666,6146,6146
"Emma","Garcia",1989,18045,3048,3048
"Emma","Garcia",1989,19782,3987,3987
"Emma","Garcia",1990,17765,7921,7921
"Emma","Garcia",1991,16302,6659,6659
"Emma","Garcia",1991,16900,7804,7804
"Emma","Garcia",1994,18258,3685,3685
"Emma","Garcia",1995,16993,719,719
"Emma","Garcia",1995,19870,7264,7264
"Emma","Garcia",1996,16886,1392,1392
"Emma","Garcia",1998,13885,8261,8261
"Emma","Garcia",2000,10034,3841,3841
"Emma","Garcia",2000,13776,2703,2703
"Emma","Garcia",2000,15833,4632,4632
"Emma","Garcia",2000,17641,8498,8498
"Emma","Garcia",2000,19952,7089,7089
"Emma","Johnson",1970,15977,7369,7369
"Emma","Johnson",1971,11313,9069,9069
"Emma","Johnson",1972,13856,4831,4831
"Emma","Johnson",1972,16912,4220,4220
"Emma","Johnson",1972,17853,909,909
"Emma","Johnson",1974,13729,4684,4684
"Emma","Johnson",1976,12519,6850,6850
"Emma","Johnson",1977,13516,8403,8403
"Emma","Johnson",1977,15823,8370,8370
"Emma","Johnson",1977,18078,6047,6047
"Emma","Johnson",1978,11184,7100,7100
"Emma","Johnson",1978,13237,336,336
"Emma","Johnson",1978,15926,1248,1248
"Emma","Johnson",1978,19486,4299,4299
"Emma","Johnson",1979,10105,5857,5857
"Emma","Johnson",1980,13550,9828,9828
"Emma","Johnson",1980,16592,9473,9473
"Emma","Johnson",1982,11017,7838,7838
"Emma","Johnson",1982,19071,5979,5979
"Emma","Johnson",1984,12473,5012,5012
"Emma","Johnson",1984,18344,4834,4834
"Emma","Johnson",1985,15687,2675,2675
"Emma","Johnson",1985,16375,4152,4152
"Emma","Johnson",1987,14586,651,651
"Emma","Johnson",1988,12683,9357,9357
"Emma","Johnson",1988,15695,5345,5345
"Emma","Johnson",1989,12856,2544,2544
"Emma","Johnson",1990,18440,5805,5805
"Emma","Johnson",1990,19558,4177,4177
"Emma","Johnson",1991,11422,5157,5157
"Emma","Johnson",1991,13085,9463,9463
"Emma","Johnson",1991,14598,6345,6345
"Emma","Johnson",1994,10447,4899,4899
"Emma","Johnson",1994,14314,3402,3402
"Emma","Johnson",1994,17889,9014,9014
"Emma","Johnson",1996,14317,8814,8814
"Emma","Johnson",1997,11009,915,915
"Emma","Johnson",1998,16051,487,487
"Emma","Johnson",1999,19141,2191,2191
"Emma","Jones",1971,13311,947,947
"Emma","Jones",1972,11418,8215,8215
"Emma","Jones",1972,14910,5714,5714
"Emma","Jones",1972,17840,6085,6085
"Emma","Jones",1974,14603,7237,7237
"Emma","Jones",1974,15416,6109,6109
"Emma","Jones",1975,19594,1649,1649
"Emma","Jones",1976,11440,9757,9757
"Emma","Jones",1976,13080,9393,9393
"Emma","Jones",1976,16330,9063,9063
"Emma","Jones",1978,19328,6633,6633
"Emma","Jones",1979,17156,1691,1691
"Emma","Jones",1980,15036,4151,4151
"Emma","Jones",1981,11485,7724,7724
"Emma","Jones",1981,16053,1717,1717
"Emma","Jones",1982,10015,7954,7954
"Emma","Jones",1982,19913,4962,4962
"Emma","Jones",1983,19078,4474,4474
"Emma","Jones",1984,18151,9092,9092
"Emma","Jones",1988,12989,1845,1845
"Emma","Jones",1988,14384,5747,5747
"Emma","Jones",1988,15187,6731,6731
"Emma","Jones",1988,15592,6694,6694
"Emma","Jones",1989,19894,4709,4709
"Emma","Jones",1990,12824,2702,2702
"Emma","Jones",1991,14116,8722,8722
"Emma","Jones",1991,15485,4214,4214
"Emma","Jones",1992,10869,1328,1328
"Emma","Jones",1992,13433,5563,5563
"Emma","Jones",1993,11036,7853,7853
"Emma","Jones",1993,12314,4148,4148
"Emma","Jones",1993,13114,4142,4142
"Emma","Jones",1994,19708,4320,4320
"Emma","Jones",1995,12262,7879,7879
"Emma","Jones",1995,14382,1277,1277
"Emma","Jones",1995,15889,4650,4650
"Emma","Jones",1998,10949,760,760
"Emma","Jones",1999,13207,4352,4352
"Emma","Jones",2000,12228,1566,1566
"Emma","Jones",2000,14217,4223,4223
"Emma","Jones",2000,16804,1745,1745
"Emma","Martinez",1973,13302,1421,1421
"Emma","Martinez",1973,16189,692,692
"Emma","Martinez",1976,10857,2302,2302
"Emma","Martinez",1976,11632,8281,8281
"Emma","Martinez",1977,13335,6539,6539
"Emma","Martinez",1977,15897,7097,7097
"Emma","Martinez",1979,10081,6588,6588
"Emma","Martinez",1980,16340,822,822
"Emma","Martinez",1981,18790,9782,9782
"Emma","Martinez",1982,16464,3857,3857
"Emma","Martinez",1982,17564,6318,6318
"Emma","Martinez",1983,13336,3007,3007
"Emma","Martinez",1985,13813,4931,4931
"Emma","Martinez",1985,16744,9054,9054
"Emma","Martinez",1986,10940,9686,9686
"Emma","Martinez",1986,11642,1767,1767
"Emma","Martinez",1986,12166,941,941
"Emma","Martinez",1986,16928,1648,1648
"Emma","Martinez",1987,18778,9222,9222
"Emma","Martinez",1987,19527,2128,2128
"Emma","Martinez",1987,19695,1888,1888
"Emma","Martinez",1987,20000,5293,5293
"Emma","Martinez",1988,13289,7924,7924
"Emma","Martinez",1988,18718,2834,2834
"Emma","Martinez",1988,19960,2081,2081
"Emma","Martinez",1989,12598,4336,4336
"Emma","Martinez",1989,14575,7408,7408
"Emma","Martinez",1989,19299,9726,9726
"Emma","Martinez",1990,12041,9328,9328
"Emma","Martinez",1991,11539,3593,3593
"Emma","Martinez",1992,10164,6472,6472
"Emma","Martinez",1994,10538,854,854
"Emma","Martinez",1994,11475,3787,3787
"Emma","Martinez",1994,14859,9485,9485
"Emma","Martinez",1994,18145,5739,5739
"Emma","Martinez",1995,15302,4595,4595
"Emma","Martinez",1996,12102,9441,9441
"Emma","Martinez",1996,18629,7356,7356
"Emma","Martinez",1997,11236,8360,8360
"Emma","Martinez",1998,11999,1608,1608
"Emma","Martinez",1998,15586,1495,1495
"Emma","Martinez",1999,10789,7611,7611
"Emma","Martinez",2000,13865,5820,5820
"Emma","Miller",1970,15371,8341,8341
"Emma","Miller",1970,18190,6382,6382
"Emma","Miller",1971,11949,1139,1139
"Emma","Miller",1971,15749,3463,3463
"Emma","Miller",1971,17220,6644,6644
"Emma","Miller",1971,19165,6831,6831
"Emma","Miller",1973,11801,4588,4588
"Emma","Miller",1973,13072,9228,9228
"Emma","Miller",1973,16639,3534,3534
"Emma","Miller",1975,18542,6410,6410
"Emma","Miller",1975,19873,1952,1952
"Emma","Miller",1976,19045,2522,2522
"Emma","Miller",1978,10903,3416,3416
"Emma","Miller",1978,12686,9236,9236
"Emma","Miller",1978,15993,1460,1460
"Emma","Miller",1978,16942,969,969
"Emma","Miller",1979,12338,9105,9105
"Emma","Miller",1980,10126,8438,8438
"Emma","Miller",1980,15654,7436,7436
"Emma","Miller",1980,19564,944,944
"Emma","Miller",1982,17254,5874,5874
"Emma","Miller",1984,17352,3714,3714
"Emma","Miller",1985,11571,3318,3318
"Emma","Miller",1986,18380,508,508
"Emma","Miller",1989,16051,1431,1431
"Emma","Miller",1989,17928,7826,7826
"Emma","Miller",1990,15276,9902,9902
"Emma","Miller",1990,19012,5497,5497
"Emma","Miller",1992,12393,3461,3461
"Emma","Miller",1993,16495,9121,9121
"Emma","Miller",1994,15702,9801,9801
"Emma","Miller",1994,18001,7378,7378
"Emma","Miller",1994,19793,4332,4332
"Emma","Miller",1995,15936,619,619
"Emma","Miller",1996,15666,1614,1614
"Emma","Miller",1996,17902,9665,9665
"Emma","Miller",1997,10951,2877,2877
"Emma","Miller",1997,19312,3226,3226
"Emma","Miller",1998,15207,8321,8321
"Emma","Miller",1999,16315,5609,5609
"Emma","Miller",2000,10705,7604,7604
"Emma","Miller",2000,12675,2112,2112
"Emma","Miller",2000,14595,3355,3355
"Emma","Miller",2000,18475,8593,8593
"Emma","Rodriguez",1970,18398,4335,4335
"Emma","Rodriguez",1971,12046,9160,9160
"Emma","Rodriguez",1971,17883,3690,3690
"Emma","Rodriguez",1971,18001,6683,6683
"Emma","Rodriguez",1972,19186,2203,2203
"Emma","Rodriguez",1972,19417,2357,2357
"Emma","Rodriguez",1974,11728,2814,2814
"Emma","Rodriguez",1974,16249,1430,1430
"Emma","Rodriguez",1974,17443,5655,5655
"Emma","Rodriguez",1974,19807,8085,8085
"Emma","Rodriguez",1975,13063,3876,3876
"Emma","Rodriguez",1975,16365,5040,5040
"Emma","Rodriguez",1976,11213,371,371
"Emma","Rodriguez",1977,12427,8921,8921
"Emma","Rodriguez",1977,13967,2386,2386
"Emma","Rodriguez",1977,14387,6221,6221
"Emma","Rodriguez",1978,11764,7978,7978
"Emma","Rodriguez",1978,15916,3081,3081
"Emma","Rodriguez",1980,17652,5785,5785
"Emma","Rodriguez",1981,14040,456,456
"Emma","Rodriguez",1981,16378,2730,2730
"Emma","Rodriguez",1981,19922,8372,8372
"Emma","Rodriguez",1984,17099,1132,1132
"Emma","Rodriguez",1984,17189,7864,7864
"Emma","Rodriguez",1984,18392,1828,1828
"Emma","Rodriguez",1985,18471,2753,2753
"Emma","Rodriguez",1985,19863,5778,5778
"Emma","Rodriguez",1986,10374,1370,1370
"Emma","Rodriguez",1986,13420,5909,5909
"Emma","Rodriguez",1987,16450,7324,7324
"Emma","Rodriguez",1987,16718,1764,1764
"Emma","Rodriguez",1989,13801,2971,2971
"Emma","Rodriguez",1989,17513,4130,4130
"Emma","Rodriguez",1990,11761,7105,7105
"Emma","Rodriguez",1990,17624,6406,6406
"Emma","Rodriguez",1991,19833,7262,7262
"Emma","Rodriguez",1992,15187,2002,2002
"Emma","Rodriguez",1992,19194,8939,8939
"Emma","Rodriguez",1992,19505,7529,7529
"Emma","Rodriguez",1993,11903,588,588
"Emma","Rodriguez",1993,13210,6962,6962
"Emma","Rodriguez",1993,14797,6016,6016
"Emma","Rodriguez",1994,19453,455,455
"Emma","Rodriguez",1995,11016,9221,9221
"Emma","Rodriguez",1995,13996,2378,2378
"Emma","Rodriguez",1995,18287,911,911
"Emma","Rodriguez",1995,18384,7272,7272
"Emma","Rodriguez",1995,19718,5935,5935
"Emma","Rodriguez",1995,19995,9375,9375
"Emma","Rodriguez",1996,10198,3755,3755
"Emma","Rodriguez",1996,11749,2654,2654
"Emma","Rodriguez",1996,16054,644,644
"Emma","Rodriguez",1997,12825,4437,4437
"Emma","Rodriguez",1997,19766,2389,2389
"Emma","Rodriguez",2000,11111,1504,1504
"Emma","Smith",1970,10721,6035,6035
"Emma","Smith",1970,11378,4813,4813
"Emma","Smith",1972,18367,7871,7871
"Emma","Smith",1974,11929,5618,5618
"Emma","Smith",1975,13624,1771,1771
"Emma","Smith",1975,15435,2931,2931
"Emma","Smith",1977,18092,1261,1261
"Emma","Smith",1978,11702,9621,9621
"Emma","Smith",1978,15554,5581,5581
"Emma","Smith",1978,17694,51,51
"Emma","Smith",1978,19142,3887,3887
"Emma","Smith",1979,13908,9990,9990
"Emma","Smith",1979,16791,3608,3608
"Emma","Smith",1979,19183,9522,9522
"Emma","Smith",1980,15647,130,130
"Emma","Smith",1980,18954,181,181
"Emma","Smith",1983,11587,7675,7675
"Emma","Smith",1984,12572,9796,9796
"Emma","Smith",1984,18386,3032,3032
"Emma","Smith",1984,19448,5566,5566
"Emma","Smith",1986,10759,7147,7147
"Emma","Smith",1987,13805,4312,4312
"Emma","Smith",1987,13865,2843,2843
"Emma","Smith",1989,12379,8737,8737
"Emma","Smith",1990,14217,4941,4941
"Emma","Smith",1990,14252,3801,3801
"Emma","Smith",1992,10567,7349,7349
"Emma","Smith",1992,14756,581,581
"Emma","Smith",1993,10350,4074,4074
"Emma","Smith",1994,10843,1252,1252
"Emma","Smith",1994,19041,3264,3264
"Emma","Smith",1995,19532,2280,2280
"Emma","Smith",1996,14553,5201,5201
"Emma","Smith",1996,18891,1876,1876
"Emma","Smith",1996,19530,4843,4843
"Emma","Smith",1997,11892,8433,8433
"Emma","Smith",1997,11979,1838,1838
"Emma","Smith",1998,12918,4252,4252
"Emma","Smith",1999,15443,3851,3851
"Emma","Williams",1970,13502,1422,1422
"Emma","Williams",1970,13631,8399,8399
"Emma","Williams",1970,15109,3120,3120
"Emma","Williams",1970,15937,3272,3272
"Emma","Williams",1971,12097,6775,6775
"Emma","Williams",1971,12393,1753,1753
"Emma","Williams",1971,13691,399,399
"Emma","Williams",1971,18110,2439,2439
"Emma","Williams",1972,14664,8893,8893
"Emma","Williams",1972,15543,140,140
"Emma","Williams",1973,13010,451,451
"Emma","Williams",1974,11199,659,659
"Emma","Williams",1974,12757,6727,6727
"Emma","Williams",1974,13713,4698,4698
"Emma","Williams",1975,10372,932,932
"Emma","Williams",1976,13341,217,217
"Emma","Williams",1976,17585,7289,7289
"Emma","Williams",1977,12735,17,17
"Emma","Williams",1977,14929,9481,9481
"Emma","Williams",1978,17510,5960,5960
"Emma","Williams",1979,14360,1012,1012
"Emma","Williams",1980,11819,5898,5898
"Emma","Williams",1981,14862,1970,1970
"Emma","Williams",1982,11966,7715,7715
"Emma","Williams",1982,13718,9718,9718
"Emma","Williams",1982,15970,563,563
"Emma","Williams",1983,11065,3088,3088
"Emma","Williams",1983,15137,1276,1276
"Emma","Williams",1984,11743,8222,8222
"Emma","Williams",1985,13797,8136,8136
"Emma","Williams",1985,17441,5507,5507
"Emma","Williams",1986,14332,5356,5356
"Emma","Williams",1987,14102,1602,1602
"Emma","Williams",1987,16141,3514,3514
"Emma","Williams",1988,13784,2534,2534
"Emma","Williams",1988,16120,3369,3369
"Emma","Williams",1989,14462,3331,3331
"Emma","Williams",1989,19119,6015,6015
"Emma","Williams",1990,19118,8912,8912
"Emma","Williams",1991,11888,489,489
"Emma","Williams",1993,13939,5386,5386
"Emma","Williams",1993,18647,2606,2606
"Emma","Williams",1994,12159,7668,7668
"Emma","Williams",1994,12462,712,712
"Emma","Williams",1994,13156,5870,5870
"Emma","Williams",1994,14277,5624,5624
"Emma","Williams",1994,17907,3134,3134
"Emma","Williams",1995,16825,8994,8994
"Emma","Williams",1996,10693,2664,2664
