"id","firstname","lastname","birthyear","zipcode","gamma.1","gamma.2","gamma.3","gamma.4","posterior"
1260,"Emily","Davis",1988,13851,2,2,2,2,0.999606254813491
1261,"Emma","Smith",1977,18092,2,2,2,2,0.999606254813491
1262,"Sarah","Brown",1990,19542,2,2,2,2,0.999606254813491
1263,"James","Smith",1973,11074,2,2,2,2,0.999606254813491
1264,"David","Martinez",1987,13675,2,2,2,2,0.999606254813491
1265,"John","Brown",1970,15546,0,2,2,2,0.985296268614473
1266,"John","Jones",1979,18051,2,2,2,2,0.999606254813491
1267,"Jane","Jones",1984,17433,2,0,2,2,0.9851868388166
1268,"Olivia","Martinez",1986,19529,2,2,2,2,0.999606254813491
1270,"John","Davis",1983,11185,0,2,2,2,0.985296268614473
1271,"Jane","Davis",1993,19997,0,2,2,2,0.985296268614473
1272,"James","Smith",1990,10170,2,2,0,2,0.953764941384782
1273,"John","Williams",1990,13840,2,2,2,2,0.999606254813491
1275,"Emily","Garcia",1976,19873,2,2,0,2,0.953764941384782
1276,"Emma","Williams",1983,15137,2,2,2,2,0.999606254813491
1277,"Emma","Jones",1995,14382,2,2,2,2,0.999606254813491
1278,"David","Smith",1976,17565,2,0,2,2,0.9851868388166
1281,"John","Martinez",1990,13623,2,2,2,2,0.999606254813491
1283,"William","Garcia",1973,19855,2,2,2,2,0.999606254813491
1284,"Sarah","Brown",1982,17482,2,2,2,2,0.999606254813491
1285,"Jane","Rodriguez",1976,11169,2,2,0,2,0.953764941384782
1286,"William","Williams",1988,10382,2,0,2,2,0.9851868388166
1288,"Jane","Brown",1977,15724,2,2,2,2,0.999606254813491
1289,"John","Smith",1997,19184,2,2,2,2,0.999606254813491
1290,"Sarah","Johnson",1993,19991,2,0,2,2,0.9851868388166
1291,"Sarah","Brown",1971,19862,2,2,2,2,0.999606254813491
1292,"Emily","Jones",1994,19717,2,2,2,2,0.999606254813491
1293,"David","Williams",1971,11862,2,2,0,2,0.953764941384782
1294,"David","Miller",1970,12431,2,2,0,2,0.953764941384782
1295,"Olivia","Rodriguez",2000,16449,0,2,2,2,0.985296268614473
1296,"Emma","Garcia",1981,11413,2,2,2,2,0.999606254813491
1297,"Sarah","Smith",1972,11812,2,2,2,2,0.999606254813491
1298,"Olivia","Miller",1979,14020,2,2,0,2,0.953764941384782
1299,"William","Brown",1975,15343,2,2,2,2,0.999606254813491
1300,"Michael","Rodriguez",1972,12752,0,2,2,2,0.985296268614473
1301,"John","Jones",1999,10685,2,2,0,2,0.953764941384782
1302,"Jane","Johnson",2000,12496,2,2,2,2,0.999606254813491
1303,"Olivia","Jones",1985,14475,2,2,2,2,0.999606254813491
1304,"David","Miller",1999,18752,2,2,2,2,0.999606254813491
1305,"David","Garcia",1978,17233,2,2,2,2,0.999606254813491
1306,"William","Johnson",1994,16759,2,2,2,2,0.999606254813491
1307,"John","Miller",1971,17892,2,2,0,2,0.953764941384782
1308,"John","Davis",1990,17594,2,0,2,2,0.9851868388166
1309,"Olivia","Johnson",1992,19225,2,2,2,2,0.999606254813491
1310,"Jane","Martinez",1982,15914,2,2,2,2,0.999606254813491
1311,"Jane","Johnson",1996,16308,2,2,2,2,0.999606254813491
1312,"David","Martinez",1978,15176,2,0,2,2,0.9851868388166
1313,"John","Williams",1978,11582,2,2,2,2,0.999606254813491
1314,"Michael","Johnson",1990,17378,2,0,2,2,0.9851868388166
1315,"Olivia","Martinez",1982,10918,2,2,2,2,0.999606254813491
1316,"James","Martinez",1979,10978,2,2,2,2,0.999606254813491
1317,"Michael","Rodriguez",1994,13970,2,2,2,2,0.999606254813491
1318,"Jane","Martinez",1979,10361,2,2,2,2,0.999606254813491
1321,"Michael","Brown",1980,14868,2,2,0,2,0.953764941384782
1322,"Jane","Smith",1982,12066,2,2,2,2,0.999606254813491
1323,"James","Smith",1988,12984,2,2,2,2,0.999606254813491
1324,"Olivia","Smith",1990,12185,2,2,2,2,0.999606254813491
1325,"Olivia","Williams",1996,15657,2,2,2,2,0.999606254813491
1326,"Sarah","Williams",1989,13133,2,2,0,2,0.953764941384782
1327,"Sarah","Williams",1996,11911,2,2,2,2,0.999606254813491
1328,"Emma","Jones",1992,10869,2,2,2,2,0.999606254813491
1329,"Emily","Williams",1994,14805,2,2,2,2,0.999606254813491
1330,"Jane","Williams",1995,15086,0,2,2,2,0.985296268614473
1332,"Jane","Davis",1998,14043,2,0,2,2,0.9851868388166
1333,"William","Davis",1970,13058,2,2,2,2,0.999606254813491
1334,"William","Martinez",1980,14031,2,0,2,2,0.9851868388166
1335,"Emily","Brown",1995,12465,2,0,2,2,0.9851868388166
1336,"David","Rodriguez",1976,10110,2,2,2,2,0.999606254813491
1337,"Olivia","Jones",1978,17748,2,2,2,2,0.999606254813491
1338,"John","Brown",1970,15197,2,2,2,2,0.999606254813491
1339,"Olivia","Brown",2000,14525,2,2,2,2,0.999606254813491
1340,"James","Davis",1977,10357,2,2,0,2,0.953764941384782
1341,"William","Davis",1975,13616,2,2,2,2,0.999606254813491
1342,"David","Rodriguez",1984,15892,2,2,2,2,0.999606254813491
1343,"William","Martinez",1971,14899,2,2,2,2,0.999606254813491
1344,"David","Brown",1975,16265,2,2,2,2,0.999606254813491
1347,"William","Rodriguez",1971,18145,2,2,2,2,0.999606254813491
1348,"Olivia","Martinez",1974,19212,2,2,2,2,0.999606254813491
1350,"James","Martinez",1996,13280,2,2,2,2,0.999606254813491
1351,"Michael","Johnson",1977,15469,2,2,2,2,0.999606254813491
1352,"Sarah","Garcia",1980,19508,2,2,0,2,0.953764941384782
1353,"William","Smith",1987,10185,2,2,2,2,0.999606254813491
1354,"Michael","Rodriguez",1982,14323,2,2,2,2,0.999606254813491
1355,"Emma","Davis",1996,18118,2,0,2,2,0.9851868388166
1357,"James","Williams",1986,13063,2,2,0,2,0.953764941384782
1358,"Sarah","Jones",1985,18038,2,2,2,2,0.999606254813491
1359,"James","Rodriguez",1984,13754,0,2,2,2,0.985296268614473
1360,"Michael","Davis",1995,13018,2,2,2,2,0.999606254813491
1361,"Michael","Johnson",1999,10548,2,0,2,2,0.9851868388166
1362,"Sarah","Davis",1974,16535,2,0,2,2,0.9851868388166
1363,"James","Johnson",1986,15230,2,2,2,2,0.999606254813491
1364,"James","Brown",1977,19190,2,2,2,2,0.999606254813491
1365,"Michael","Johnson",1987,12989,2,2,0,2,0.953764941384782
1366,"David","Rodriguez",1970,18680,2,2,2,2,0.999606254813491
1367,"William","Williams",1989,17807,2,2,0,2,0.953764941384782
1369,"Sarah","Smith",1989,17790,2,2,2,2,0.999606254813491
1370,"Emma","Rodriguez",1986,10374,2,2,2,2,0.999606254813491
1372,"Michael","Davis",1987,18812,2,2,2,2,0.999606254813491
1373,"Olivia","Brown",1984,15055,2,2,2,2,0.999606254813491
1374,"David","Martinez",1989,19850,2,2,2,2,0.999606254813491
1375,"Emily","Martinez",1995,16342,2,2,2,2,0.999606254813491
1376,"Emily","Martinez",1978,18634,2,2,2,2,0.999606254813491
1378,"John","Brown",1998,14217,0,2,2,2,0.985296268614473
1379,"Jane","Davis",1975,14947,0,2,2,2,0.985296268614473
1380,"David","Rodriguez",1976,15334,2,2,2,2,0.999606254813491
1381,"Michael","Garcia",1973,10523,2,2,2,2,0.999606254813491
1382,"William","Garcia",1979,15818,2,0,2,2,0.9851868388166
1384,"David","Jones",1999,15007,2,2,2,2,0.999606254813491
1386,"Michael","Rodriguez",1971,13288,2,2,2,2,0.999606254813491
1387,"Sarah","Martinez",1973,18954,2,0,2,2,0.9851868388166
1388,"Emma","Davis",1994,15122,2,0,2,2,0.9851868388166
1389,"Olivia","Miller",1992,14896,2,2,2,2,0.999606254813491
1390,"Sarah","Martinez",1995,11691,2,2,2,2,0.999606254813491
1391,"Olivia","Johnson",1995,18425,2,2,2,2,0.999606254813491
1392,"Emma","Garcia",1996,16886,2,2,2,2,0.999606254813491
1393,"Olivia","Brown",1986,17581,2,2,2,2,0.999606254813491
1394,"Sarah","Martinez",1971,12479,2,2,2,2,0.999606254813491
1395,"Michael","Smith",1996,12373,2,0,2,2,0.9851868388166
1396,"William","Jones",2000,14474,2,0,2,2,0.9851868388166
1397,"John","Johnson",1987,19063,2,2,0,2,0.953764941384782
1398,"Sarah","Brown",1995,10671,2,2,2,2,0.999606254813491
1399,"David","Garcia",1981,17329,2,2,0,2,0.953764941384782
1400,"Jane","Jones",1980,11705,2,2,2,2,0.999606254813491
1401,"William","Johnson",1973,13016,2,2,2,2,0.999606254813491
1402,"Michael","Smith",1994,12858,2,2,2,2,0.999606254813491
1403,"Michael","Miller",1998,11944,2,2,2,2,0.999606254813491
1404,"Emily","Jones",1994,10155,2,2,2,2,0.999606254813491
1405,"John","Williams",2000,16466,2,2,2,2,0.999606254813491
1407,"David","Smith",1992,12663,2,2,0,2,0.953764941384782
1408,"Jane","Miller",1983,12665,2,0,2,2,0.9851868388166
1409,"William","Brown",1981,13579,2,2,0,2,0.953764941384782
1410,"Olivia","Johnson",1990,16780,2,2,2,2,0.999606254813491
1411,"John","Miller",1978,17576,2,0,2,2,0.9851868388166
1412,"David","Brown",1996,17234,2,2,2,2,0.999606254813491
1413,"David","Garcia",1973,16844,2,2,2,2,0.999606254813491
1415,"Michael","Martinez",1970,13395,0,2,2,2,0.985296268614473
1416,"John","Rodriguez",1983,10227,2,0,2,2,0.9851868388166
1417,"Emily","Miller",1970,11411,0,2,2,2,0.985296268614473
1418,"Emma","Miller",1972,13530,0,2,2,2,0.985296268614473
1419,"Jane","Johnson",1982,10709,2,2,2,2,0.999606254813491
1420,"Emily","Johnson",1974,18202,2,0,2,2,0.9851868388166
1421,"Emma","Martinez",1973,13302,2,2,2,2,0.999606254813491
1422,"Emma","Williams",1970,13502,2,2,2,2,0.999606254813491
1424,"Sarah","Martinez",1976,14638,2,0,2,2,0.9851868388166
1425,"William","Jones",1981,16239,2,0,2,2,0.9851868388166
1427,"William","Johnson",1987,14314,2,2,2,2,0.999606254813491
1429,"Jane","Davis",1998,12111,2,2,0,2,0.953764941384782
1430,"Emma","Rodriguez",1974,16249,2,2,2,2,0.999606254813491
1431,"Emma","Miller",1989,16051,2,2,2,2,0.999606254813491
1433,"William","Martinez",1984,16597,2,2,2,2,0.999606254813491
1434,"Jane","Jones",1998,13422,2,2,2,2,0.999606254813491
1435,"Olivia","Brown",1972,16269,2,2,2,2,0.999606254813491
1436,"Sarah","Smith",1991,13343,0,2,2,2,0.985296268614473
1439,"Olivia","Rodriguez",1991,15520,2,2,2,2,0.999606254813491
1440,"Michael","Jones",1986,15797,2,2,2,2,0.999606254813491
1441,"Sarah","Davis",1974,16120,0,2,2,2,0.985296268614473
1442,"James","Martinez",1991,16963,0,2,2,2,0.985296268614473
1443,"Emma","Martinez",1982,10787,0,2,2,2,0.985296268614473
1445,"William","Davis",1990,16959,2,2,2,2,0.999606254813491
1446,"Michael","Brown",1973,14548,0,2,2,2,0.985296268614473
1447,"Emma","Davis",1992,11851,2,2,2,2,0.999606254813491
1448,"Olivia","Miller",1971,19915,2,0,2,2,0.9851868388166
1449,"Jane","Garcia",1977,15728,2,2,2,2,0.999606254813491
1450,"Emma","Davis",1984,15672,2,2,2,2,0.999606254813491
1451,"Emma","Johnson",1978,13360,2,0,2,2,0.9851868388166
1452,"Emma","Brown",1983,10801,2,0,2,2,0.9851868388166
1453,"Jane","Brown",1982,12200,2,0,2,2,0.9851868388166
1454,"John","Rodriguez",1986,16978,2,2,0,2,0.953764941384782
1455,"James","Miller",1973,18586,0,2,2,2,0.985296268614473
1456,"David","Miller",1971,15566,2,0,2,2,0.9851868388166
1457,"William","Rodriguez",1999,15278,2,2,2,2,0.999606254813491
1458,"Michael","Rodriguez",1971,11796,2,0,2,2,0.9851868388166
1459,"Sarah","Williams",1975,10460,2,0,2,2,0.9851868388166
1460,"Emma","Miller",1978,15993,2,2,2,2,0.999606254813491
1461,"James","Johnson",1974,13545,0,2,2,2,0.985296268614473
1462,"Michael","Miller",2000,15038,2,2,2,2,0.999606254813491
1463,"John","Martinez",1991,17114,2,2,2,2,0.999606254813491
1465,"William","Garcia",1974,13939,2,2,2,2,0.999606254813491
1466,"David","Williams",1972,14789,2,2,2,2,0.999606254813491
1468,"William","Jones",1981,17026,2,2,2,2,0.999606254813491
1469,"Emily","Garcia",1994,17359,0,2,2,2,0.985296268614473
1470,"James","Rodriguez",1975,15981,2,2,2,2,0.999606254813491
1471,"David","Smith",1980,15006,2,0,2,2,0.9851868388166
1472,"James","Rodriguez",1994,11412,2,2,2,2,0.999606254813491
1473,"William","Williams",1973,10105,2,2,2,2,0.999606254813491
1474,"James","Smith",1971,11810,2,2,2,2,0.999606254813491
1475,"James","Martinez",1995,13493,0,2,2,2,0.985296268614473
1476,"William","Williams",1980,17885,2,2,0,2,0.953764941384782
1477,"Emily","Jones",1989,19232,2,2,2,2,0.999606254813491
1478,"Michael","Garcia",1979,16830,2,2,2,2,0.999606254813491
1479,"James","Davis",1997,16814,2,0,2,2,0.9851868388166
1480,"Jane","Miller",1989,18025,2,2,2,2,0.999606254813491
1481,"Emma","Williams",1998,11687,2,2,2,2,0.999606254813491
1483,"Olivia","Williams",1976,11939,0,2,2,2,0.985296268614473
1484,"William","Brown",1998,13616,2,2,2,2,0.999606254813491
1485,"Jane","Miller",1998,15096,2,0,2,2,0.9851868388166
1486,"Olivia","Rodriguez",1979,14732,2,2,2,2,0.999606254813491
1487,"Michael","Davis",1971,18271,2,2,2,2,0.999606254813491
1488,"Jane","Garcia",1998,15894,2,0,2,2,0.9851868388166
1490,"Emma","Jones",1990,16948,0,2,2,2,0.985296268614473
1491,"John","Garcia",1983,10342,2,2,2,2,0.999606254813491
1492,"John","Brown",1994,17538,2,2,2,2,0.999606254813491
1493,"Emma","Martinez",1980,19675,2,0,2,2,0.9851868388166
1494,"Jane","Rodriguez",1985,19527,0,2,2,2,0.985296268614473
1495,"Emma","Martinez",1998,15586,2,2,2,2,0.999606254813491
1496,"Michael","Davis",1999,12130,2,0,2,2,0.9851868388166
1497,"Emily","Johnson",1987,12534,2,0,2,2,0.9851868388166
1498,"William","Smith",1997,10292,2,2,2,2,0.999606254813491
1499,"Jane","Miller",1974,14606,2,2,2,2,0.999606254813491
1500,"Emily","Brown",1989,17504,2,0,2,2,0.9851868388166
1502,"Michael","Martinez",1976,18471,2,2,2,2,0.999606254813491
1503,"William","Garcia",1976,12682,2,2,2,2,0.999606254813491
1504,"Emma","Rodriguez",2000,11111,2,2,2,2,0.999606254813491
1505,"Michael","Johnson",1995,17902,2,2,2,2,0.999606254813491
1506,"William","Rodriguez",1977,12173,2,2,2,2,0.999606254813491
1507,"Jane","Miller",1991,16656,2,2,2,2,0.999606254813491
1508,"Jane","Rodriguez",1997,19228,2,2,2,2,0.999606254813491
1509,"James","Martinez",1994,18534,2,2,0,2,0.953764941384782
1511,"William","Miller",1995,15987,2,2,2,2,0.999606254813491
1512,"John","Williams",1994,19136,2,2,2,2,0.999606254813491
1513,"Jane","Davis",1983,16290,2,2,2,2,0.999606254813491
1515,"James","Rodriguez",1976,17911,2,2,2,2,0.999606254813491
1516,"John","Davis",1971,19587,2,2,2,2,0.999606254813491
1517,"Sarah","Brown",1974,10400,2,2,0,2,0.953764941384782
1518,"Sarah","Martinez",1970,16884,2,2,2,2,0.999606254813491
1519,"James","Johnson",1980,16187,2,2,0,2,0.953764941384782
1520,"William","Miller",1997,13988,2,0,2,2,0.9851868388166
1521,"James","Garcia",1997,15872,2,2,2,2,0.999606254813491
1522,"Michael","Miller",1994,11568,2,2,2,2,0.999606254813491
1523,"Emma","Miller",1971,19115,0,2,2,2,0.985296268614473
1524,"Olivia","Davis",1995,16035,2,2,0,2,0.953764941384782
1525,"Sarah","Davis",1981,18977,0,2,2,2,0.985296268614473
1526,"Olivia","Jones",2000,19004,0,2,2,2,0.985296268614473
1527,"James","Johnson",1980,15646,0,2,2,2,0.985296268614473
1528,"James","Miller",1979,14476,2,0,2,2,0.9851868388166
1529,"Emily","Garcia",1986,16945,2,2,2,2,0.999606254813491
1530,"James","Davis",1975,12151,2,0,2,2,0.9851868388166
1531,"James","Johnson",1978,10847,2,2,2,2,0.999606254813491
1532,"David","Garcia",1979,13860,2,2,2,2,0.999606254813491
1534,"Jane","Jones",1980,17677,0,2,2,2,0.985296268614473
1535,"Michael","Garcia",1988,13937,2,2,0,2,0.953764941384782
1536,"David","Brown",1988,16699,2,0,2,2,0.9851868388166
1537,"Emma","Johnson",1989,15989,0,2,2,2,0.985296268614473
1538,"John","Smith",1978,16794,2,2,0,2,0.953764941384782
1540,"Olivia","Martinez",1979,15288,2,0,2,2,0.9851868388166
1541,"David","Garcia",1996,13019,2,2,2,2,0.999606254813491
1542,"William","Martinez",1998,19071,2,0,2,2,0.9851868388166
1543,"James","Smith",1990,10036,0,2,2,2,0.985296268614473
1544,"Olivia","Smith",1974,19604,2,0,2,2,0.9851868388166
1545,"Jane","Smith",1987,16187,0,2,2,2,0.985296268614473
1546,"Sarah","Davis",1973,15032,0,2,2,2,0.985296268614473
1547,"Michael","Williams",1996,10374,2,2,0,2,0.953764941384782
1548,"Michael","Davis",1979,15006,2,2,2,2,0.999606254813491
1549,"Emma","Johnson",1993,17708,2,0,2,2,0.9851868388166
1551,"Jane","Rodriguez",1985,16411,0,2,2,2,0.985296268614473
1553,"Sarah","Rodriguez",1976,14292,2,0,2,2,0.9851868388166
1554,"Michael","Miller",1988,12493,2,2,2,2,0.999606254813491
1555,"John","Rodriguez",1976,19708,2,2,2,2,0.999606254813491
1557,"Emma","Garcia",1974,13663,2,2,2,2,0.999606254813491
1558,"James","Rodriguez",1999,10278,0,2,2,2,0.985296268614473
1559,"John","Davis",2000,10970,2,2,2,2,0.999606254813491
1560,"Emma","Miller",1995,12330,2,2,0,2,0.953764941384782
1561,"Emma","Davis",1971,16548,2,2,2,2,0.999606254813491
1562,"Emma","Williams",1982,15214,2,0,2,2,0.9851868388166
1563,"Olivia","Rodriguez",1986,16603,2,0,2,2,0.9851868388166
1564,"Olivia","Smith",1979,13557,0,2,2,2,0.985296268614473
1565,"Emma","Garcia",1979,19180,2,2,2,2,0.999606254813491
1566,"Emma","Jones",2000,12228,2,2,2,2,0.999606254813491
1567,"Emma","Rodriguez",1972,16347,0,2,2,2,0.985296268614473
1568,"Jane","Miller",1983,17646,2,2,0,2,0.953764941384782
1569,"Jane","Rodriguez",1995,15992,2,2,0,2,0.953764941384782
1570,"Jane","Johnson",1979,11426,2,2,2,2,0.999606254813491
1571,"Michael","Smith",1985,15097,2,2,2,2,0.999606254813491
1572,"Jane","Miller",1974,12772,0,2,2,2,0.985296268614473
1573,"James","Brown",1977,16967,2,2,2,2,0.999606254813491
1574,"James","Martinez",1991,13689,2,2,2,2,0.999606254813491
1575,"William","Rodriguez",1978,17136,2,0,2,2,0.9851868388166
1576,"David","Garcia",1996,14184,2,2,2,2,0.999606254813491
1580,"John","Johnson",1984,13759,2,2,0,2,0.953764941384782
1581,"Jane","Rodriguez",1988,13308,2,2,2,2,0.999606254813491
1582,"Jane","Jones",1983,10059,2,2,2,2,0.999606254813491
1583,"Olivia","Johnson",1995,11470,2,0,2,2,0.9851868388166
1584,"David","Johnson",1972,15020,2,2,2,2,0.999606254813491
1585,"Emma","Garcia",1982,13509,2,0,2,2,0.9851868388166
1586,"Michael","Miller",2000,16600,2,2,2,2,0.999606254813491
1587,"Jane","Martinez",1996,17050,2,2,0,2,0.953764941384782
1588,"Emma","Rodriguez",1989,16264,2,0,2,2,0.9851868388166
1589,"James","Miller",1971,18153,2,2,2,2,0.999606254813491
1591,"William","Brown",1997,12813,0,2,2,2,0.985296268614473
1592,"Jane","Smith",1991,19458,2,2,2,2,0.999606254813491
1593,"David","Rodriguez",1989,14219,2,0,2,2,0.9851868388166
1594,"James","Garcia",1998,16846,2,2,2,2,0.999606254813491
1595,"Michael","Williams",1972,14430,0,2,2,2,0.985296268614473
1597,"James","Jones",1971,10821,0,2,2,2,0.985296268614473
1598,"David","Johnson",1988,15964,2,2,2,2,0.999606254813491
1599,"Emma","Martinez",1978,16877,0,2,2,2,0.985296268614473
1600,"Jane","Smith",1994,13719,0,2,2,2,0.985296268614473
1601,"Sarah","Smith",1981,17144,2,2,2,2,0.999606254813491
1602,"Emma","Williams",1987,14102,2,2,2,2,0.999606254813491
1603,"Sarah","Martinez",1993,17002,2,0,2,2,0.9851868388166
1605,"Sarah","Johnson",1989,15453,2,0,2,2,0.9851868388166
1606,"Emily","Brown",1975,14091,0,2,2,2,0.985296268614473
1607,"John","Johnson",1985,14107,2,0,2,2,0.9851868388166
1608,"Emma","Martinez",1998,11999,2,2,2,2,0.999606254813491
1609,"James","Martinez",1973,18506,2,0,2,2,0.9851868388166
1611,"Sarah","Johnson",1997,15772,2,2,2,2,0.999606254813491
1612,"Jane","Smith",1971,19161,2,0,2,2,0.9851868388166
1613,"James","Rodriguez",1978,19825,2,0,2,2,0.9851868388166
1614,"Emma","Miller",1996,15666,2,2,2,2,0.999606254813491
1615,"Michael","Williams",1994,19732,2,2,2,2,0.999606254813491
1616,"Olivia","Rodriguez",1997,11677,2,2,0,2,0.953764941384782
1617,"Michael","Williams",1988,18771,0,2,2,2,0.985296268614473
1618,"James","Williams",1981,15362,0,2,2,2,0.985296268614473
1619,"Sarah","Rodriguez",1982,12803,2,0,2,2,0.9851868388166
1621,"Olivia","Miller",1973,19491,2,2,2,2,0.999606254813491
1622,"William","Davis",1975,19217,2,0,2,2,0.9851868388166
1624,"James","Smith",1980,14969,2,2,2,2,0.999606254813491
1625,"David","Brown",1982,13202,0,2,2,2,0.985296268614473
1626,"Emily","Davis",1995,10010,2,2,2,2,0.999606254813491
1627,"Olivia","Williams",1996,14253,2,0,2,2,0.9851868388166
1628,"William","Johnson",1982,13597,2,2,2,2,0.999606254813491
1629,"Michael","Garcia",1999,18981,2,2,2,2,0.999606254813491
1632,"William","Garcia",1971,16120,2,2,2,2,0.999606254813491
1633,"David","Jones",1979,14750,2,0,2,2,0.9851868388166
1634,"Sarah","Smith",1989,10974,2,2,0,2,0.953764941384782
1635,"Jane","Brown",1978,12116,2,2,0,2,0.953764941384782
1637,"Sarah","Williams",1985,19133,2,2,2,2,0.999606254813491
1638,"Sarah","Johnson",2000,11639,2,2,2,2,0.999606254813491
1639,"Olivia","Rodriguez",1997,18865,2,0,2,2,0.9851868388166
1640,"David","Brown",1980,12873,2,2,2,2,0.999606254813491
1641,"Emily","Brown",1989,17740,2,2,2,2,0.999606254813491
1642,"Michael","Martinez",1978,15304,2,0,2,2,0.9851868388166
1643,"William","Brown",1974,13122,2,0,2,2,0.9851868388166
1644,"Sarah","Miller",1995,11014,2,2,2,2,0.999606254813491
1645,"Jane","Jones",1977,16496,2,0,2,2,0.9851868388166
1646,"James","Williams",1970,11065,0,2,2,2,0.985296268614473
1647,"William","Smith",1975,12867,2,2,2,2,0.999606254813491
1648,"Emma","Martinez",1986,16928,2,2,2,2,0.999606254813491
1649,"Emma","Jones",1975,19594,2,2,2,2,0.999606254813491
1650,"Sarah","Miller",1987,10094,2,2,2,2,0.999606254813491
1651,"David","Garcia",1981,11270,2,0,2,2,0.9851868388166
1652,"James","Johnson",1999,13378,2,2,2,2,0.999606254813491
1653,"James","Smith",1981,17006,2,2,2,2,0.999606254813491
1654,"David","Garcia",1980,15066,2,2,2,2,0.999606254813491
1655,"Olivia","Smith",1984,19298,2,2,2,2,0.999606254813491
1657,"Olivia","Davis",1991,10411,0,2,2,2,0.985296268614473
1658,"Jane","Martinez",1979,15278,2,2,2,2,0.999606254813491
1659,"Michael","Davis",1985,10439,2,2,2,2,0.999606254813491
1660,"William","Johnson",1990,14937,2,2,2,2,0.999606254813491
1661,"Sarah","Smith",1987,16969,2,2,2,2,0.999606254813491
1664,"John","Brown",1991,13437,2,2,2,2,0.999606254813491
1665,"Michael","Garcia",1980,15446,2,0,2,2,0.9851868388166
1666,"James","Garcia",1977,19991,2,2,2,2,0.999606254813491
1667,"Jane","Jones",1996,13336,2,2,2,2,0.999606254813491
1669,"Emma","Garcia",1978,15369,2,2,2,2,0.999606254813491
1670,"Emma","Rodriguez",1971,16177,2,0,2,2,0.9851868388166
1672,"Emily","Rodriguez",1973,11382,2,2,2,2,0.999606254813491
1673,"Emily","Martinez",1975,17214,2,0,2,2,0.9851868388166
1675,"Jane","Brown",1996,12841,2,2,2,2,0.999606254813491
1677,"Emma","Martinez",1974,12272,0,2,2,2,0.985296268614473
1678,"James","Brown",1997,15600,2,2,2,2,0.999606254813491
1680,"David","Davis",1989,12419,2,0,2,2,0.9851868388166
1681,"Sarah","Brown",1996,18341,2,0,2,2,0.9851868388166
1682,"Olivia","Garcia",1979,13580,2,2,2,2,0.999606254813491
1684,"Olivia","Johnson",1989,19760,2,2,2,2,0.999606254813491
1686,"Sarah","Johnson",1972,16280,2,2,2,2,0.999606254813491
1687,"David","Johnson",1980,13101,2,2,2,2,0.999606254813491
1688,"John","Brown",1973,18066,2,0,2,2,0.9851868388166
1689,"Olivia","Martinez",1970,13703,2,2,2,2,0.999606254813491
1690,"David","Rodriguez",1981,15024,2,2,2,2,0.999606254813491
1691,"Emma","Jones",1979,17156,2,2,2,2,0.999606254813491
1692,"Emma","Williams",1973,11333,0,2,2,2,0.985296268614473
1694,"William","Garcia",1989,17522,2,2,2,2,0.999606254813491
1695,"Michael","Martinez",1974,10982,2,2,2,2,0.999606254813491
1696,"Olivia","Jones",1979,13339,2,2,2,2,0.999606254813491
1697,"Emily","Jones",1984,14032,2,0,2,2,0.9851868388166
1698,"William","Rodriguez",1980,17618,2,2,2,2,0.999606254813491
1699,"William","Brown",1974,14590,2,2,2,2,0.999606254813491
1700,"William","Miller",1980,12736,0,2,2,2,0.985296268614473
1701,"Sarah","Smith",1986,17639,2,2,2,2,0.999606254813491
1702,"James","Williams",1999,18999,2,2,2,2,0.999606254813491
1703,"Emily","Brown",1981,10305,2,2,2,2,0.999606254813491
1704,"James","Miller",1973,10944,2,0,2,2,0.9851868388166
1705,"Michael","Williams",1980,10293,0,2,2,2,0.985296268614473
1706,"Michael","Garcia",1979,15515,2,0,2,2,0.9851868388166
1707,"Emma","Miller",1984,16789,0,2,2,2,0.985296268614473
1708,"James","Jones",1978,14079,2,2,2,2,0.999606254813491
1709,"John","Davis",1980,12860,2,2,2,2,0.999606254813491
1710,"Emily","Garcia",1985,16587,2,0,2,2,0.9851868388166
1711,"Olivia","Miller",1992,18886,2,0,2,2,0.9851868388166
1712,"John","Davis",1990,18513,0,2,2,2,0.985296268614473
1713,"Olivia","Rodriguez",1980,18917,2,0,2,2,0.9851868388166
1714,"David","Garcia",1971,19989,2,2,2,2,0.999606254813491
1715,"James","Garcia",1996,16953,2,2,2,2,0.999606254813491
1716,"David","Miller",1973,14866,2,0,2,2,0.9851868388166
1717,"Emma","Jones",1981,16053,2,2,2,2,0.999606254813491
1718,"Emily","Smith",1982,12152,2,2,0,2,0.953764941384782
1719,"Jane","Jones",1986,13143,2,2,2,2,0.999606254813491
1720,"John","Rodriguez",1973,10450,2,2,2,2,0.999606254813491
1721,"Michael","Martinez",1970,13098,2,2,0,2,0.953764941384782
1722,"William","Williams",1978,15798,2,2,2,2,0.999606254813491
1723,"Emma","Johnson",1980,15943,2,0,2,2,0.9851868388166
1724,"David","Martinez",1993,14551,2,2,2,2,0.999606254813491
1726,"James","Garcia",1985,11389,0,2,2,2,0.985296268614473
1727,"Olivia","Davis",1996,12695,2,2,2,2,0.999606254813491
1728,"David","Garcia",1987,10102,2,2,0,2,0.953764941384782
1729,"Sarah","Davis",1975,16881,2,0,2,2,0.9851868388166
1730,"Olivia","Garcia",1996,16465,2,0,2,2,0.9851868388166
1732,"William","Jones",1979,19446,2,2,2,2,0.999606254813491
